Code postal;Localité;Sous-commune;Commune principale;Province
5560;Finnevaux;Oui;HOUYET;Namur
7863;Ghoy;Oui;LESSINES;Hainaut
8691;Gijverinkhove;Oui;ALVERINGEM;Flandre-Occidentale
4280;HANNUT;Non;HANNUT;Liège
5621;Hanzinne;Oui;FLORENNES;Namur
3840;Haren;Oui;BORGLOON;Limbourg
5620;Hemptinne-Lez-Florennes;Oui;FLORENNES;Namur
2940;Hoevenen;Oui;STABROEK;Anvers
6724;Houdemont;Oui;HABAY;Luxembourg
4540;Jehay;Oui;AMAY;Liège
6280;Joncret;Oui;GERPINNES;Hainaut
6040;Jumet;Oui;CHARLEROI;Hainaut
3640;KINROOI;Non;KINROOI;Limbourg
2500;Koningshooikt;Oui;LIER;Anvers
4987;La Gleize;Oui;STOUMONT;Liège
5170;Lesve;Oui;PROFONDEVILLE;Namur
3630;Leut;Oui;MAASMECHELEN;Limbourg
1770;LIEDEKERKE;Non;LIEDEKERKE;Brabant Flamand
9080;LOCHRISTI;Non;LOCHRISTI;Flandre-Orientale
8958;Loker;Oui;HEUVELLAND;Flandre-Occidentale
5030;Lonzée;Oui;GEMBLOUX;Namur
9880;Lotenhulle;Oui;AALTER;Flandre-Orientale
4920;Louveigné;Oui;AYWAILLE;Liège
6663;Mabompré;Oui;HOUFFALIZE;Luxembourg
7387;Marchipont;Oui;HONNELLES;Hainaut
8720;Markegem;Oui;DENTERGEM;Flandre-Occidentale
7050;Masnuy-Saint-Pierre;Oui;JURBISE;Hainaut
9170;Meerdonk;Oui;SINT-GILLIS-WAAS;Flandre-Orientale
5310;Mehaigne;Oui;EGHEZÉE;Namur
3560;Meldert;Oui;LUMMEN;Limbourg
7540;Melles;Oui;TOURNAI;Hainaut
9660;Michelbeke;Oui;BRAKEL;Flandre-Orientale
4041;Milmort;Oui;HERSTAL;Liège
8470;Moere;Oui;GISTEL;Flandre-Occidentale
4400;Mons-Lez-Liège;Oui;FLÉMALLE;Liège
1435;MONT-SAINT-GUIBERT;Non;MONT-SAINT-GUIBERT;Brabant Wallon
9310;Moorsel;Oui;AALST;Flandre-Orientale
6600;Noville;Oui;BASTOGNE;Luxembourg
1380;Ohain;Oui;LASNE;Brabant Wallon
9660;Opbrakel;Oui;BRAKEL;Flandre-Orientale
3680;Opoeteren;Oui;MAASEIK;Limbourg
1350;Orp-Le-Grand;Oui;ORP-JAUCHE;Brabant Wallon
7804;Ostiches;Oui;ATH;Hainaut
5660;Pétigny;Oui;COUVIN;Namur
6600;Villers-La-Bonne-Eau;Oui;BASTOGNE;Luxembourg
5600;Villers-Le-Gambon;Oui;PHILIPPEVILLE;Namur
6833;Vivy;Oui;BOUILLON;Luxembourg
2430;Vorst;Oui;LAAKDAL;Anvers
5564;Wanlin;Oui;HOUYET;Namur
7340;Wasmes;Oui;COLFONTAINE;Hainaut
8978;Watou;Oui;POPERINGE;Flandre-Occidentale
5100;Wépion;Oui;NAMUR;Namur
4452;Wihogne;Oui;JUPRELLE;Liège
3990;Wijchmaal;Oui;PEER;Limbourg
3012;Wilsele;Oui;LEUVEN;Brabant Flamand
8750;WINGENE;Non;WINGENE;Flandre-Occidentale
7513;Yves Rocher;;;
2240;ZANDHOVEN;Non;ZANDHOVEN;Anvers
8980;ZONNEBEKE;Non;ZONNEBEKE;Flandre-Occidentale
4761;Rocherath;Oui;BULLANGE;Liège
1210;SAINT-JOSSE-TEN-NOODE;Non;SAINT-JOSSE-TEN-NOODE;Bruxelles (19 communes)
4671;Saive;Oui;BLÉGNY;Liège
7180;SENEFFE;Non;SENEFFE;Hainaut
9630;Sint-Denijs-Boekel;Oui;ZWALM;Flandre-Orientale
9200;Sint-Gillis-Dendermonde;Oui;DENDERMONDE;Flandre-Orientale
9572;Sint-Martens-Lierde;Oui;LIERDE;Flandre-Orientale
6470;Sivry;Oui;SIVRY-RANCE;Hainaut
8490;Snellegem;Oui;JABBEKE;Flandre-Occidentale
5646;Stave;Oui;METTET;Namur
6661;Tailles;Oui;HOUFFALIZE;Luxembourg
6530;THUIN;Non;THUIN;Hainaut
7950;Tongre-Saint-Martin;Oui;CHIÈVRES;Hainaut
4520;Antheit;Oui;WANZE;Liège
2050;ANTWERPEN;Non;ANTWERPEN;Anvers
6700;ARLON;Non;ARLON;Luxembourg
7040;Asquillies;Oui;QUÉVY;Hainaut
8580;AVELGEM;Non;AVELGEM;Flandre-Occidentale
8600;Beerst;Oui;DIKSMUIDE;Flandre-Occidentale
6987;Beffe;Oui;RENDEUX;Luxembourg
7320;BERNISSART;Non;BERNISSART;Hainaut
3950;BOCHOLT;Non;BOCHOLT;Limbourg
4250;Boëlhe;Oui;GEER;Liège
4653;Bolland;Oui;HERVE;Liège
9820;Bottelare;Oui;MERELBEKE;Flandre-Orientale
1470;Bousval;Oui;GENAPPE;Brabant Wallon
7141;Carnières;Oui;MORLANWELZ;Hainaut
1450;Cortil-Noirmont;Oui;CHASTRE;Brabant Wallon
6880;Cugnon;Oui;BERTRIX;Luxembourg
9200;DENDERMONDE;Non;DENDERMONDE;Flandre-Orientale
8740;Egem;Oui;PITTEM;Flandre-Occidentale
9620;Elene;Oui;ZOTTEGEM;Flandre-Orientale
2520;Emblem;Oui;RANST;Anvers
9420;ERPE-MERE;Non;ERPE-MERE;Flandre-Orientale
5020;Flawinne;Oui;NAMUR;Namur
4540;Flône;Oui;AMAY;Liège
5572;Focant;Oui;BEAURAING;Namur
6800;Freux;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
5500;Furfooz;Oui;DINANT;Namur
7530;Gaurain-Ramecroix;Oui;TOURNAI;Hainaut
5024;Gelbressée;Oui;NAMUR;Namur
8570;Gijzelbrechtegem;Oui;ANZEGEM;Flandre-Occidentale
2280;GROBBENDONK;Non;GROBBENDONK;Anvers
6723;Habay-La-Vieille;Oui;HABAY;Luxembourg
4357;Haneffe;Oui;DONCEEL;Liège
5540;HASTIÈRE;Non;HASTIÈRE;Namur
7021;Havré;Oui;MONS;Hainaut
3740;Hees;Oui;BILZEN;Limbourg
2620;HEMIKSEM;Non;HEMIKSEM;Anvers
4682;Heure-Le-Romain;Oui;OUPEYE;Liège
9667;HOREBEKE;Non;HOREBEKE;Flandre-Orientale
3530;Houthalen;Oui;HOUTHALEN-HELCHTEREN;Limbourg
9750;Huise;Oui;KRUISEM;Flandre-Orientale
5560;Hulsonniaux;Oui;HOUYET;Namur
1540;HERNE;Non;HERNE;Brabant Flamand
4217;HÉRON;Non;HÉRON;Liège
1350;Jauche;Oui;ORP-JAUCHE;Brabant Wallon
1910;KAMPENHOUT;Non;KAMPENHOUT;Brabant Flamand
8510;Kooigem;Oui;KORTRIJK;Flandre-Occidentale
3470;KORTENAKEN;Non;KORTENAKEN;Brabant Flamand
4910;La Reid;Oui;THEUX;Liège
5580;Lavaux-Sainte-Anne;Oui;ROCHEFORT;Namur
1755;Leerbeek;Oui;GOOIK;Brabant Flamand
2811;Leest;Oui;MECHELEN;Anvers
8810;LICHTERVELDE;Non;LICHTERVELDE;Flandre-Occidentale
5140;Ligny;Oui;SOMBREFFE;Namur
9680;Maarke-Kerkem;Oui;MAARKEDAL;Flandre-Orientale
6120;Marbaix;Oui;HAM-SUR-HEURE;Hainaut
5380;Marchovelette;Oui;FERNELMONT;Namur
2880;Mariekerke;Oui;BORNEM;Anvers
7050;Masnuy-Saint-Jean;Oui;JURBISE;Hainaut
2328;Meerle;Oui;HOOGSTRATEN;Anvers
8377;Meetkerke;Oui;ZUIENKERKE;Flandre-Occidentale
2330;MERKSPLAS;Non;MERKSPLAS;Anvers
9400;Nederhasselt;Oui;NINOVE;Flandre-Orientale
9771;Nokere;Oui;KRUISEM;Flandre-Orientale
4347;Noville;Oui;FEXHE-LE-HAUT-CLOCHER;Liège
4300;Oleye;Oui;WAREMME;Liège
8600;Oostkerke;Oui;DIKSMUIDE;Flandre-Occidentale
3870;Opheers;Oui;HEERS;Limbourg
6880;Orgeo;Oui;BERTRIX;Luxembourg
1350;ORP-JAUCHE;Non;ORP-JAUCHE;Brabant Wallon
3040;Ottenburg;Oui;HULDENBERG;Brabant Flamand
3321;Outgaarden;Oui;HOEGAARDEN;Brabant Flamand
7322;Pommeroeul;Oui;BERNISSART;Hainaut
4610;Queue-Du-Bois;Oui;BEYNE-HEUSAY;Liège
1367;RAMILLIES;Non;RAMILLIES;Brabant Wallon
7804;Rebaix;Oui;ATH;Hainaut
5580;ROCHEFORT;Non;ROCHEFORT;Namur
4120;Rotheux-Rimière;Oui;NEUPRÉ;Liège
9630;Rozebeke;Oui;ZWALM;Flandre-Orientale
5190;Saint-Martin;Oui;JEMEPPE-SUR-SAMBRE;Namur
1370;Saint-Remy-Geest;Oui;JODOIGNE;Brabant Wallon
5300;Seilles;Oui;ANDENNE;Namur
8730;Sint-Joris;Oui;BEERNEM;Flandre-Occidentale
9042;Sint-Kruis-Winkel;Oui;GENT;Flandre-Orientale
1750;Sint-Martens-Lennik;Oui;LENNIK;Brabant Flamand
5340;Sorée;Oui;GESVES;Namur
5590;Sovet;Oui;CINEY;Namur
6997;Soy;Oui;EREZÉE;Luxembourg
2460;Tielen;Oui;KASTERLEE;Anvers
5600;Villers-En-Fagne;Oui;PHILIPPEVILLE;Namur
7511;Vitrine Magique;;;
9890;Vurste;Oui;GAVERE;Flandre-Orientale
9250;WAASMUNSTER;Non;WAASMUNSTER;Flandre-Orientale
4980;Wanne;Oui;TROIS-PONTS;Liège
1170;WATERMAEL-BOITSFORT;Non;WATERMAEL-BOITSFORT;Bruxelles (19 communes)
2390;Westmalle;Oui;MALLE;Anvers
9550;Woubrechtegem;Oui;HERZELE;Flandre-Orientale
8600;Woumen;Oui;DIKSMUIDE;Flandre-Occidentale
9750;Zingem;Oui;KRUISEM;Flandre-Orientale
4540;Ampsin;Oui;AMAY;Liège
2018;ANTWERPEN;Non;ANTWERPEN;Anvers
5170;Arbre;Oui;PROFONDEVILLE;Namur
7910;Arc-Wattripont;Oui;FRASNES-LEZ-ANVAING;Hainaut
4280;Avin;Oui;HANNUT;Liège
9860;Balegem;Oui;OOSTERZELE;Flandre-Orientale
3870;Batsheers;Oui;HEERS;Limbourg
9150;Bazel;Oui;KRUIBEKE;Flandre-Orientale
9120;BEVEREN-WAAS;Non;BEVEREN-WAAS;Flandre-Orientale
8904;Boezinge;Oui;IEPER;Flandre-Occidentale
9552;Borsbeke;Oui;HERZELE;Flandre-Orientale
5575;Bourseigne-Vieille;Oui;GEDINNE;Namur
1420;BRAINE-L'ALLEUD;Non;BRAINE-L'ALLEUD;Brabant Wallon
2960;BRECHT;Non;BRECHT;Anvers
3960;BREE;Non;BREE;Limbourg
1501;Buizingen;Oui;HALLE;Brabant Flamand
7870;Cambron-Saint-Vincent;Oui;LENS;Hainaut
5560;Ciergnon;Oui;HOUYET;Namur
7910;Cordes;Oui;FRASNES-LEZ-ANVAING;Hainaut
1490;COURT-SAINT-ETIENNE;Non;COURT-SAINT-ETIENNE;Brabant Wallon
5680;DOISCHE;Non;DOISCHE;Namur
6972;Erneuville;Oui;TENNEVILLE;Luxembourg
9940;Ertvelde;Oui;EVERGEM;Flandre-Orientale
9680;Etikhove;Oui;MAARKEDAL;Flandre-Orientale
5600;Fagnolle;Oui;PHILIPPEVILLE;Namur
4317;FAIMES;Non;FAIMES;Liège
1570;GALMAARDEN;Non;GALMAARDEN;Brabant Flamand
9050;Gentbrugge;Oui;GENT;Flandre-Orientale
4834;Goé;Oui;LIMBOURG;Liège
5030;Grand-Manil;Oui;GEMBLOUX;Namur
6560;Grand-Reng;Oui;ERQUELINNES;Hainaut
1702;Groot-Bijgaarden;Oui;DILBEEK;Brabant Flamand
5555;Gros-Fays;Oui;BIÈVRE;Namur
6950;Harsin;Oui;NASSOGNE;Luxembourg
3870;HEERS;Non;HEERS;Limbourg
3717;HERSTAPPE;Non;HERSTAPPE;Limbourg
9550;HERZELE;Non;HERZELE;Flandre-Orientale
1701;Itterbeek;Oui;DILBEEK;Brabant Flamand
3381;Kapellen;Oui;GLABBEEK;Brabant Flamand
8420;Klemskerke;Oui;DE HAAN;Flandre-Occidentale
3840;Kolmont;Oui;BORGLOON;Limbourg
8972;Krombeke;Oui;POPERINGE;Flandre-Occidentale
7080;La Bouverie;Oui;FRAMERIES;Hainaut
1310;LA HULPE;Non;LA HULPE;Brabant Wallon
6567;Labuissière;Oui;MERBES-LE-CHÂTEAU;Hainaut
6821;Lacuisine;Oui;FLORENVILLE;Luxembourg
7890;Lahamaide;Oui;ELLEZELLES;Hainaut
6220;Lambusart;Oui;FLEURUS;Hainaut
4000;LIÈGE;Non;LIÈGE;Liège
2040;Lillo;Oui;ANTWERPEN;Anvers
1348;Louvain-La-Neuve;Oui;OTTIGNIES-LOUVAIN-LA-NEUVE;Brabant Wallon
2240;Massenhoven;Oui;ZANDHOVEN;Anvers
5372;Méan;Oui;HAVELANGE;Namur
3391;Meensel-Kiezegem;Oui;TIELT-WINGE;Brabant Flamand
6769;MEIX-DEVANT-VIRTON;Non;MEIX-DEVANT-VIRTON;Luxembourg
9090;MELLE;Non;MELLE;Flandre-Orientale
9120;Melsele;Oui;BEVEREN-WAAS;Flandre-Orientale
4837;Membach;Oui;BAELEN;Liège
5560;Mesnil-Saint-Blaise;Oui;HOUYET;Namur
6031;Monceau-Sur-Sambre;Oui;CHARLEROI;Hainaut
7350;Montroeul-Sur-Haine;Oui;HENSIES;Hainaut
4850;Moresnet;Oui;PLOMBIÈRES;Liège
9810;NAZARETH;Non;NAZARETH;Flandre-Orientale
3350;Neerhespen;Oui;LINTER;Brabant Flamand
3350;Neerlinter;Oui;LINTER;Brabant Flamand
5520;ONHAYE;Non;ONHAYE;Namur
9340;Oordegem;Oui;LEDE;Flandre-Orientale
3300;Oplinter;Oui;TIENEN;Brabant Flamand
3050;OUD-HEVERLEE;Non;OUD-HEVERLEE;Brabant Flamand
7540;Quartes;Oui;TOURNAI;Hainaut
8647;Reninge;Oui;LO-RENINGE;Flandre-Occidentale
3202;Rillaar;Oui;AARSCHOT;Brabant Flamand
4347;Roloux;Oui;FEXHE-LE-HAUT-CLOCHER;Liège
9932;Ronsele;Oui;LIEVEGEM;Flandre-Orientale
3650;Rotem;Oui;DILSEN-STOKKEM;Limbourg
8020;Ruddervoorde;Oui;OOSTKAMP;Flandre-Occidentale
3400;Rumsdorp;Oui;LANDEN;Brabant Flamand
5640;Saint-Gérard;Oui;METTET;Namur
5600;Sart-En-Fagne;Oui;PHILIPPEVILLE;Namur
5361;Scy;Oui;HAMOIS;Namur
6596;Seloignes;Oui;MOMIGNIES;Hainaut
9630;Sint-Blasius-Boekel;Oui;ZWALM;Flandre-Orientale
7032;Spiennes;Oui;MONS;Hainaut
4970;STAVELOT;Non;STAVELOT;Liège
7110;Strépy-Bracquegnies;Oui;LA LOUVIÈRE;Hainaut
1402;Thines;Oui;NIVELLES;Brabant Wallon
4263;Tourinne;Oui;BRAIVES;Liège
6741;Vance;Oui;ETALLE;Luxembourg
4537;VERLAINE;Non;VERLAINE;Liège
3370;Vertrijk;Oui;BOUTERSEM;Brabant Flamand
2880;Weert;Oui;BORNEM;Anvers
6940;Wéris;Oui;DURBUY;Luxembourg
3730;Werm;Oui;HOESELT;Limbourg
9260;WICHELEN;Non;WICHELEN;Flandre-Orientale
3700;Widooie;Oui;TONGEREN;Limbourg
3670;Wijshagen;Oui;OUDSBERGEN;Limbourg
5530;YVOIR;Non;YVOIR;Namur
3520;ZONHOVEN;Non;ZONHOVEN;Limbourg
3470;Ransberg;Oui;KORTENAKEN;Brabant Flamand
6800;Recogne;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
2840;Reet;Oui;RUMST;Anvers
1315;Roux-Miroir;Oui;INCOURT;Brabant Wallon
6221;Saint-Amand;Oui;FLEURUS;Hainaut
6781;Sélange;Oui;MESSANCY;Luxembourg
4537;Seraing-Le-Château;Oui;VERLAINE;Liège
2890;Sint-Amands;Oui;PUURS-SINT-AMANDS;Anvers
2860;SINT-KATELIJNE-WAVER;Non;SINT-KATELIJNE-WAVER;Anvers
9981;Sint-Margriete;Oui;SINT-LAUREINS;Flandre-Orientale
1700;Sint-Martens-Bodegem;Oui;DILBEEK;Brabant Flamand
1541;Sint-Pieters-Kapelle;Oui;HERNE;Brabant Flamand
3700;Sluizen;Oui;TONGEREN;Limbourg
4900;SPA;Non;SPA;Liège
5530;Spontin;Oui;YVOIR;Namur
4890;Thimister;Oui;THIMISTER-CLERMONT;Liège
3631;Uikhoven;Oui;MAASMECHELEN;Limbourg
6210;Villers-Perwin;Oui;LES BONS VILLERS;Hainaut
8460;Westkerke;Oui;OUDENBURG;Flandre-Occidentale
3850;Wijer;Oui;NIEUWERKERKEN;Limbourg
4652;Xhendelesse;Oui;HERVE;Liège
8511;Aalbeke;Oui;KORTRIJK;Flandre-Occidentale
3200;AARSCHOT;Non;AARSCHOT;Brabant Flamand
5590;Achêne;Oui;CINEY;Namur
6250;Aiseau;Oui;AISEAU-PRESLES;Hainaut
7640;ANTOING;Non;ANTOING;Hainaut
7972;Aubechies;Oui;BELOEIL;Hainaut
7387;Autreppe;Oui;HONNELLES;Hainaut
6900;Aye;Oui;MARCHE-EN-FAMENNE;Luxembourg
9111;Belsele;Oui;SINT-NIKLAAS;Flandre-Orientale
4500;Ben-Ahin;Oui;HUY;Liège
3581;Beverlo;Oui;BERINGEN;Limbourg
4690;Boirs;Oui;BASSENGE;Liège
1404;Bornival;Oui;NIVELLES;Brabant Wallon
6850;Carlsbourg;Oui;PALISEUL;Luxembourg
4987;Chevron;Oui;STOUMONT;Liège
5022;Cognelée;Oui;NAMUR;Namur
1935;Corporate Village;;;
7120;Croix-Lez-Rouveroy;Oui;ESTINNES;Hainaut
5660;Cul-Des-Sarts;Oui;COUVIN;Namur
9160;Daknam;Oui;LOKEREN;Flandre-Orientale
3440;Dormaal;Oui;ZOUTLEEUW;Brabant Flamand
1620;DROGENBOS;Non;DROGENBOS;Brabant Flamand
1653;Dworp;Oui;BEERSEL;Brabant Flamand
1671;Elingen;Oui;PEPINGEN;Brabant Flamand
7120;ESTINNES;Non;ESTINNES;Hainaut
5530;Evrehailles;Oui;YVOIR;Namur
6141;Forchies-La-Marche;Oui;FONTAINE-L'EVÊQUE;Hainaut
4557;Fraiture;Oui;TINLOT;Liège
3800;Gelinden;Oui;SINT-TRUIDEN;Limbourg
3890;GINGELOM;Non;GINGELOM;Limbourg
7070;Gottignies;Oui;LE ROEULX;Hainaut
6534;Gozée;Oui;THUIN;Hainaut
7950;Grosage;Oui;CHIÈVRES;Hainaut
3945;HAM;Non;HAM;Limbourg
7321;Harchies;Oui;BERNISSART;Hainaut
5540;Hastière-Lavaux;Oui;HASTIÈRE;Namur
1461;Haut-Ittre;Oui;ITTRE;Brabant Wallon
8301;Heist-Aan-Zee;Oui;KNOKKE-HEIST;Flandre-Occidentale
9571;Hemelveerdegem;Oui;LIERDE;Flandre-Orientale
7090;Hennuyères;Oui;BRAINE-LE-COMTE;Hainaut
3191;Hever;Oui;BOORTMEERBEEK;Brabant Flamand
1560;HOEILAART;Non;HOEILAART;Brabant Flamand
8377;Houtave;Oui;ZUIENKERKE;Flandre-Occidentale
9340;Impe;Oui;LEDE;Flandre-Orientale
1370;Jodoigne-Souveraine;Oui;JODOIGNE;Brabant Wallon
3010;Kessel Lo;Oui;LEUVEN;Brabant Flamand
3890;Kortijs;Oui;GINGELOM;Limbourg
7950;Ladeuze;Oui;CHIÈVRES;Hainaut
9050;Ledeberg;Oui;GENT;Flandre-Orientale
1300;Limal;Oui;WAVRE;Brabant Wallon
8647;LO-RENINGE;Non;LO-RENINGE;Flandre-Occidentale
4710;LONTZEN;Non;LONTZEN;Liège
1471;Loupoigne;Oui;GENAPPE;Brabant Wallon
6593;Macquenoise;Oui;MOMIGNIES;Hainaut
5330;Maillen;Oui;ASSESSE;Namur
2390;MALLE;Non;MALLE;Anvers
6987;Marcourt;Oui;RENDEUX;Luxembourg
3630;Mechelen-Aan-De-Maas;Oui;MAASMECHELEN;Limbourg
2321;Meer;Oui;HOOGSTRATEN;Anvers
9630;Meilegem;Oui;ZWALM;Flandre-Orientale
8930;MENEN;Non;MENEN;Flandre-Occidentale
2170;Merksem;Oui;ANTWERPEN;Anvers
7000;MONS;Non;MONS;Hainaut
9660;Nederbrakel;Oui;BRAKEL;Flandre-Orientale
3620;Neerharen;Oui;LANAKEN;Limbourg
3370;Neervelp;Oui;BOUTERSEM;Brabant Flamand
8647;Noordschote;Oui;LO-RENINGE;Flandre-Occidentale
5380;Noville-Les-Bois;Oui;FERNELMONT;Namur
7743;Obigies;Oui;PECQ;Hainaut
3300;Oorbeek;Oui;TIENEN;Brabant Flamand
2890;Oppuurs;Oui;PUURS-SINT-AMANDS;Anvers
5660;Pesche;Oui;COUVIN;Namur
9800;Petegem-Aan-De-Leie;Oui;DEINZE;Flandre-Orientale
5660;Petite-Chapelle;Oui;COUVIN;Namur
8740;PITTEM;Non;PITTEM;Flandre-Occidentale
8920;Poelkapelle;Oui;LANGEMARK-POELKAPELLE;Flandre-Occidentale
7040;Quévy-Le-Grand;Oui;QUÉVY;Hainaut
6043;Ransart;Oui;CHARLEROI;Hainaut
1731;Relegem;Oui;ASSE;Brabant Flamand
3770;RIEMST;Non;RIEMST;Limbourg
6830;Rochehaut;Oui;BOUILLON;Luxembourg
8800;Rumbeke;Oui;ROESELARE;Flandre-Occidentale
7610;RUMES;Non;RUMES;Hainaut
5310;Saint-Germain;Oui;EGHEZÉE;Namur
7730;Saint-Léger;Oui;ESTAIMPUIS;Hainaut
4845;Sart-Lez-Spa;Oui;JALHAY;Liège
5070;Sart-Saint-Laurent;Oui;FOSSES-LA-VILLE;Namur
6470;Sautin;Oui;SIVRY-RANCE;Hainaut
3730;Sint-Huibrechts-Hern;Oui;HOESELT;Limbourg
1600;Sint-Laureins-Berchem;Oui;SINT-PIETERS-LEEUW;Brabant Flamand
6662;Tavigny;Oui;HOUFFALIZE;Luxembourg
6840;Tournay;Oui;NEUFCHÂTEAU;Luxembourg
6890;Transinne;Oui;LIBIN;Luxembourg
7100;Trivières;Oui;LA LOUVIÈRE;Hainaut
9290;Uitbergen;Oui;BERLARE;Flandre-Orientale
4051;Vaux-Sous-Chèvremont;Oui;CHAUDFONTAINE;Liège
2431;Veerle;Oui;LAAKDAL;Anvers
3620;Veldwezelt;Oui;LANAKEN;Limbourg
9850;Vosselare;Oui;DEINZE;Flandre-Orientale
7390;Wasmuel;Oui;QUAREGNON;Hainaut
2275;Wechelderzande;Oui;LILLE;Anvers
1970;WEZEMBEEK-OPPEM;Non;WEZEMBEEK-OPPEM;Brabant Flamand
5570;Winenne;Oui;BEAURAING;Namur
3722;Wintershoven;Oui;KORTESSEM;Limbourg
8952;Wulvergem;Oui;HEUVELLAND;Flandre-Occidentale
7512;Yves Rocher;;;
9930;Zomergem;Oui;LIEVEGEM;Flandre-Orientale
6890;Redu;Oui;LIBIN;Luxembourg
6987;RENDEUX;Non;RENDEUX;Luxembourg
4950;Robertville;Oui;WAIMES;Liège
7387;Roisin;Oui;HONNELLES;Hainaut
1331;Rosières;Oui;RIXENSART;Brabant Wallon
1450;Saint-Géry;Oui;CHASTRE;Brabant Wallon
7330;SAINT-GHISLAIN;Non;SAINT-GHISLAIN;Hainaut
612;Saint-Nicolas;;;
8340;Sijsele;Oui;DAMME;Flandre-Occidentale
8620;Sint-Joris;Oui;NIEUWPOORT;Flandre-Occidentale
7332;Sirault;Oui;SAINT-GHISLAIN;Hainaut
8840;STADEN;Non;STADEN;Flandre-Occidentale
5060;Tamines;Oui;SAMBREVILLE;Namur
7333;Tertre;Oui;SAINT-GHISLAIN;Hainaut
3272;Testelt;Oui;SCHERPENHEUVEL-ZICHEM;Brabant Flamand
5300;Thon;Oui;ANDENNE;Namur
5502;Thynes;Oui;DINANT;Namur
5680;Vaucelles;Oui;DOISCHE;Namur
6870;Vesqueville;Oui;SAINT-HUBERT;Luxembourg
4317;Viemme;Oui;FAIMES;Liège
8600;Vladslo;Oui;DIKSMUIDE;Flandre-Occidentale
5537;Warnant;Oui;ANHÉE;Namur
9230;Westrem;Oui;WETTEREN;Flandre-Orientale
2830;WILLEBROEK;Non;WILLEBROEK;Anvers
8640;Woesten;Oui;VLETEREN;Flandre-Occidentale
9660;Zegelsem;Oui;BRAKEL;Flandre-Orientale
3570;ALKEN;Non;ALKEN;Limbourg
6790;AUBANGE;Non;AUBANGE;Luxembourg
5660;Aublain;Oui;COUVIN;Namur
6706;Autelbas;Oui;ARLON;Luxembourg
1674;Bellingen;Oui;PEPINGEN;Brabant Flamand
3700;Berg;Oui;TONGEREN;Limbourg
6830;BOUILLON;Non;BOUILLON;Luxembourg
5575;Bourseigne-Neuve;Oui;GEDINNE;Namur
6800;Bras;Oui;LIBRAMONT-CHEVIGNY;Luxembourg
4760;BULLANGE;Non;BULLANGE;Liège
5620;Corenne;Oui;FLORENNES;Namur
5380;Cortil-Wodon;Oui;FERNELMONT;Namur
8660;DE PANNE;Non;DE PANNE;Flandre-Occidentale
9470;DENDERLEEUW;Non;DENDERLEEUW;Flandre-Orientale
8630;Eggewaartskapelle;Oui;VEURNE;Flandre-Occidentale
1982;Elewijt;Oui;ZEMST;Brabant Flamand
8870;Emelgem;Oui;IZEGEM;Flandre-Occidentale
5060;Falisolle;Oui;SAMBREVILLE;Namur
4260;Fallais;Oui;BRAIVES;Liège
7181;Familleureux;Oui;SENEFFE;Hainaut
5340;Faulx-Les-Tombes;Oui;GESVES;Namur
6440;FROIDCHAPELLE;Non;FROIDCHAPELLE;Hainaut
5576;Froidfontaine;Oui;BEAURAING;Namur
9099;Gent X;;;
3960;Gerdingen;Oui;BREE;Limbourg
9308;Gijzegem;Oui;AALST;Flandre-Orientale
4140;Gomzé-Andoumont;Oui;SPRIMONT;Liège
6041;Gosselies;Oui;CHARLEROI;Hainaut
9620;Grotenberge;Oui;ZOTTEGEM;Flandre-Orientale
9220;HAMME;Non;HAMME;Flandre-Orientale
9700;Heurne;Oui;OUDENAARDE;Flandre-Orientale
9308;Hofstade;Oui;AALST;Flandre-Orientale
7830;Hoves;Oui;SILLY;Hainaut
7950;Huissignies;Oui;CHIÈVRES;Hainaut
7801;Irchonwelz;Oui;ATH;Hainaut
8691;Izenberge;Oui;ALVERINGEM;Flandre-Occidentale
3990;Kleine-Brogel;Oui;PEER;Limbourg
8300;Knokke;Oui;KNOKKE-HEIST;Flandre-Occidentale
1950;KRAAINEM;Non;KRAAINEM;Brabant Flamand
1320;L'Ecluse;Oui;BEAUVECHAIN;Brabant Wallon
4300;Lantremange;Oui;WAREMME;Liège
7070;LE ROEULX;Non;LE ROEULX;Hainaut
6142;Leernes;Oui;FONTAINE-L'EVÊQUE;Hainaut
8434;Lombardsijde;Oui;MIDDELKERKE;Flandre-Occidentale
1651;Lot;Oui;BEERSEL;Brabant Flamand
3630;MAASMECHELEN;Non;MAASMECHELEN;Limbourg
5374;Maffe;Oui;HAVELANGE;Namur
4960;MALMEDY;Non;MALMEDY;Liège
7190;Marche-Lez-Ecaussinnes;Oui;ECAUSSINNES;Hainaut
3630;Meeswijk;Oui;MAASMECHELEN;Limbourg
4577;MODAVE;Non;MODAVE;Liège
7750;MONT-DE-L'ENCLUS;Non;MONT-DE-L'ENCLUS;Hainaut
6470;Montbliart;Oui;SIVRY-RANCE;Hainaut
9790;Moregem;Oui;WORTEGEM-PETEGEM;Flandre-Orientale
9630;Munkzwalm;Oui;ZWALM;Flandre-Orientale
6820;Muno;Oui;FLORENVILLE;Luxembourg
3740;Munsterbilzen;Oui;BILZEN;Limbourg
7062;Naast;Oui;SOIGNIES;Hainaut
4121;Neuville-En-Condroz;Oui;NEUPRÉ;Liège
